ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
3114.1.2,computer hardware engineering technician,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
3114.1.3,computer hardware test technician,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
3114.1.4,instrumentation engineering technician,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
3114.1.4,instrumentation engineering technician,17-3028.00,Calibration Technologists and Technicians
3114.1.5,medical device engineering technician,31-9099.02,Endoscopy Technicians
3114.1.5,medical device engineering technician,49-9062.00,Medical Equipment Repairers
3114.1.6,microelectronics engineering technician,17-2199.06,Microsystems Engineers
3114.1.6,microelectronics engineering technician,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
3114.1.6,microelectronics engineering technician,51-9141.00,Semiconductor Processing Technicians
3114.1.7,microelectronics maintenance technician,49-9041.00,Industrial Machinery Mechanics
3114.1.7,microelectronics maintenance technician,49-9043.00,"Maintenance Workers, Machinery"
3114.1.7,microelectronics maintenance technician,49-9071.00,"Maintenance and Repair Workers, General"
3114.1.7,microelectronics maintenance technician,51-9141.00,Semiconductor Processing Technicians
3114.1.8,microsystem engineering technician,17-2199.06,Microsystems Engineers
3114.1.8,microsystem engineering technician,17-3024.01,Robotics Technicians
3114.1.8,microsystem engineering technician,51-9141.00,Semiconductor Processing Technicians
3114.1.9,optoelectronic engineering technician,17-2199.07,Photonics Engineers
3114.1.9,optoelectronic engineering technician,17-3029.08,Photonics Technicians
3114.1.9,optoelectronic engineering technician,29-2081.00,"Opticians, Dispensing"
3114.1.9,optoelectronic engineering technician,51-9083.00,Ophthalmic Laboratory Technicians
3115,Mechanical engineering technicians,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3115,Mechanical engineering technicians,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3115,Mechanical engineering technicians,17-3027.00,Mechanical Engineering Technologists and Technicians
3115,Mechanical engineering technicians,17-3027.01,Automotive Engineering Technicians
3115,Mechanical engineering technicians,49-3043.00,Rail Car Repairers
3115.1,mechanical engineering technician,17-2011.00,Aerospace Engineers
3115.1,mechanical engineering technician,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3115.1,mechanical engineering technician,17-3027.00,Mechanical Engineering Technologists and Technicians
3115.1.1,aerospace engineering technician,17-2011.00,Aerospace Engineers
3115.1.1,aerospace engineering technician,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3115.1.1,aerospace engineering technician,49-2091.00,Avionics Technicians
3115.1.1,aerospace engineering technician,49-3011.00,Aircraft Mechanics and Service Technicians
3115.1.1,aerospace engineering technician,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
3115.1.10,material stress analyst,17-2011.00,Aerospace Engineers
3115.1.10,material stress analyst,17-2112.01,Human Factors Engineers and Ergonomists
3115.1.10,material stress analyst,17-2131.00,Materials Engineers
3115.1.10,material stress analyst,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3115.1.10,material stress analyst,19-2032.00,Materials Scientists
3115.1.11,mechatronics engineering technician,17-2199.05,Mechatronics Engineers
3115.1.11,mechatronics engineering technician,17-2199.08,Robotics Engineers
3115.1.11,mechatronics engineering technician,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3115.1.11,mechatronics engineering technician,17-3024.01,Robotics Technicians
3115.1.12,motor vehicle engine inspector,17-3027.01,Automotive Engineering Technicians
3115.1.13,motor vehicle engine tester,17-3027.01,Automotive Engineering Technicians
3115.1.13,motor vehicle engine tester,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
3115.1.14,optomechanical engineering technician,17-2199.07,Photonics Engineers
3115.1.14,optomechanical engineering technician,17-3029.08,Photonics Technicians
3115.1.14,optomechanical engineering technician,51-9083.00,Ophthalmic Laboratory Technicians
3115.1.15,pneumatic engineering technician,17-3027.00,Mechanical Engineering Technologists and Technicians
3115.1.16,production engineering technician,17-2112.03,Manufacturing Engineers
3115.1.16,production engineering technician,17-3026.00,Industrial Engineering Technologists and Technicians
3115.1.17,refrigeration air condition and heat pump technician,47-4099.03,Weatherization Installers and Technicians
3115.1.17,refrigeration air condition and heat pump technician,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
3115.1.18,rolling stock engineering technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3115.1.19,rolling stock engine inspector,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
3115.1.2,aircraft engine inspector,49-3011.00,Aircraft Mechanics and Service Technicians
3115.1.20,rolling stock engine tester,17-3027.01,Automotive Engineering Technicians
3115.1.21,rolling stock inspector,53-4011.00,Locomotive Engineers
3115.1.21,rolling stock inspector,53-6051.00,Transportation Inspectors
3115.1.21,rolling stock inspector,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
3115.1.22,vessel engine inspector,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
3115.1.23,vessel engine tester,17-3027.01,Automotive Engineering Technicians
3115.1.24,welding inspector,17-3029.01,Non-Destructive Testing Specialists
3115.1.3,aircraft engine tester,17-2011.00,Aerospace Engineers
3115.1.3,aircraft engine tester,17-3027.01,Automotive Engineering Technicians
3115.1.3,aircraft engine tester,49-3011.00,Aircraft Mechanics and Service Technicians
3115.1.4,automotive engineering technician,17-3027.00,Mechanical Engineering Technologists and Technicians
3115.1.4,automotive engineering technician,17-3027.01,Automotive Engineering Technicians
3115.1.4,automotive engineering technician,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
3115.1.5,"heating, ventilation, air conditioning and refrigeration engineering technician",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
3115.1.6,industrial maintenance supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3115.1.7,marine engineering technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3115.1.8,marine mechatronics technician,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3115.1.9,marine surveyor,53-6051.00,Transportation Inspectors
3116.1,chemical engineering technician,17-2041.00,Chemical Engineers
3116.1,chemical engineering technician,19-2031.00,Chemists
3116.1,chemical engineering technician,19-4031.00,Chemical Technicians
3116.1,chemical engineering technician,51-8091.00,Chemical Plant and System Operators
3116.1,chemical engineering technician,51-9011.00,Chemical Equipment Operators and Tenders
3116.1.1,asphalt laboratory technician,17-3022.00,Civil Engineering Technologists and Technicians
3116.1.2,chemical manufacturing quality technician,19-4031.00,Chemical Technicians
3116.1.2,chemical manufacturing quality technician,19-4099.01,Quality Control Analysts
3116.1.3,colour sampling technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3116.1.3,colour sampling technician,19-4031.00,Chemical Technicians
3116.1.3,colour sampling technician,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
3116.1.4,hazardous waste technician,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
3116.1.4,hazardous waste technician,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
3116.1.4,hazardous waste technician,47-4041.00,Hazardous Materials Removal Workers
3116.1.4,hazardous waste technician,53-7062.04,Recycling and Reclamation Workers
3117.1,desalination technician,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3117.2,geotechnician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
3117.3,metallurgical technician,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
3117.4,mine safety officer,19-5011.00,Occupational Health and Safety Specialists
3117.4,mine safety officer,19-5012.00,Occupational Health and Safety Technicians
3117.5,mine surveying technician,15-1299.02,Geographic Information Systems Technologists and Technicians
3117.5,mine surveying technician,17-1022.00,Surveyors
3117.5,mine surveying technician,17-1022.01,Geodetic Surveyors
3117.5,mine surveying technician,17-3031.00,Surveying and Mapping Technicians
3118,Draughtspersons,17-3011.00,Architectural and Civil Drafters
3118,Draughtspersons,17-3012.00,Electrical and Electronics Drafters
3118,Draughtspersons,17-3013.00,Mechanical Drafters
3118.1,3D printing technician,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
3118.2,clothing CAD technician,27-1022.00,Fashion Designers
3118.2,clothing CAD technician,51-6092.00,Fabric and Apparel Patternmakers
3118.3,drafter,17-1011.00,"Architects, Except Landscape and Naval"
3118.3,drafter,17-3011.00,Architectural and Civil Drafters
3118.3,drafter,17-3012.00,Electrical and Electronics Drafters
3118.3,drafter,17-3013.00,Mechanical Drafters
3118.3.1,aerospace engineering drafter,17-2011.00,Aerospace Engineers
3118.3.1,aerospace engineering drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.1,aerospace engineering drafter,17-3013.00,Mechanical Drafters
3118.3.1,aerospace engineering drafter,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3118.3.10,marine engineering drafter,17-2121.00,Marine Engineers and Naval Architects
3118.3.10,marine engineering drafter,17-3011.00,Architectural and Civil Drafters
3118.3.11,mechanical engineering drafter,17-3011.00,Architectural and Civil Drafters
3118.3.11,mechanical engineering drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.11,mechanical engineering drafter,17-3013.00,Mechanical Drafters
3118.3.12,product development engineering drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.12,product development engineering drafter,17-3013.00,Mechanical Drafters
3118.3.13,rolling stock engineering drafter,17-3011.00,Architectural and Civil Drafters
3118.3.13,rolling stock engineering drafter,17-3013.00,Mechanical Drafters
3118.3.2,architectural drafter,17-1011.00,"Architects, Except Landscape and Naval"
3118.3.2,architectural drafter,17-3011.00,Architectural and Civil Drafters
3118.3.2,architectural drafter,27-1025.00,Interior Designers
3118.3.3,automotive engineering drafter,17-3011.00,Architectural and Civil Drafters
3118.3.3,automotive engineering drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.3,automotive engineering drafter,17-3013.00,Mechanical Drafters
3118.3.4,civil drafter,17-1011.00,"Architects, Except Landscape and Naval"
3118.3.4,civil drafter,17-3011.00,Architectural and Civil Drafters
3118.3.5,computer-aided design operator,17-3011.00,Architectural and Civil Drafters
3118.3.5,computer-aided design operator,17-3012.00,Electrical and Electronics Drafters
3118.3.5,computer-aided design operator,17-3013.00,Mechanical Drafters
3118.3.6,electrical drafter,17-3011.00,Architectural and Civil Drafters
3118.3.6,electrical drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.6,electrical drafter,17-3013.00,Mechanical Drafters
3118.3.7,electromechanical drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.7,electromechanical drafter,17-3013.00,Mechanical Drafters
3118.3.8,electronics drafter,17-3012.00,Electrical and Electronics Drafters
3118.3.9,"heating, ventilation, air conditioning (and refrigeration) drafter",17-3011.00,Architectural and Civil Drafters
3118.3.9,"heating, ventilation, air conditioning (and refrigeration) drafter",17-3013.00,Mechanical Drafters
3118.4,printed circuit board designer,17-3012.00,Electrical and Electronics Drafters
3119,Physical and engineering science technicians not elsewhere classified,17-3024.01,Robotics Technicians
3119,Physical and engineering science technicians not elsewhere classified,17-3025.00,Environmental Engineering Technologists and Technicians
3119,Physical and engineering science technicians not elsewhere classified,17-3026.00,Industrial Engineering Technologists and Technicians
3119,Physical and engineering science technicians not elsewhere classified,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3119,Physical and engineering science technicians not elsewhere classified,17-3029.08,Photonics Technicians
3119,Physical and engineering science technicians not elsewhere classified,19-4099.01,Quality Control Analysts
3119.1,airport maintenance technician,49-9071.00,"Maintenance and Repair Workers, General"
3119.10,metal additive manufacturing operator,51-4199.00,"Metal Workers and Plastic Workers, All Other"
3119.11,offshore renewable energy technician,11-9199.09,Wind Energy Operations Managers
3119.11,offshore renewable energy technician,47-4099.03,Weatherization Installers and Technicians
3119.11,offshore renewable energy technician,49-9081.00,Wind Turbine Service Technicians
3119.11,offshore renewable energy technician,51-8013.03,Biomass Plant Technicians
3119.12,photonics engineering technician,17-2199.07,Photonics Engineers
3119.12,photonics engineering technician,17-3029.08,Photonics Technicians
3119.12,photonics engineering technician,51-9083.00,Ophthalmic Laboratory Technicians
3119.13,pipeline compliance coordinator,11-9199.02,Compliance Managers
3119.14,process engineering technician,17-2112.03,Manufacturing Engineers
3119.14,process engineering technician,17-3026.00,Industrial Engineering Technologists and Technicians
3119.15,product development engineering technician,17-2071.00,Electrical Engineers
3119.15,product development engineering technician,17-2112.00,Industrial Engineers
3119.15,product development engineering technician,17-3026.00,Industrial Engineering Technologists and Technicians
3119.16,quality engineering technician,19-4099.01,Quality Control Analysts
3119.16.1,footwear quality control laboratory technician,19-4099.01,Quality Control Analysts
3119.16.2,footwear quality technician,19-4099.01,Quality Control Analysts
3119.16.3,leather goods quality control laboratory technician,19-4099.01,Quality Control Analysts
3119.16.4,leather goods quality technician,19-4099.01,Quality Control Analysts
3119.16.5,textile chemical quality technician,19-4031.00,Chemical Technicians
3119.16.6,textile quality technician,19-4031.00,Chemical Technicians
3119.17,tanning technician,19-4031.00,Chemical Technicians
3119.18,textile process controller,11-3051.01,Quality Control Systems Managers
3119.19,utilities inspector,47-4011.00,Construction and Building Inspectors
3119.2,automation engineering technician,17-2199.05,Mechatronics Engineers
3119.2,automation engineering technician,17-2199.08,Robotics Engineers
3119.2,automation engineering technician,17-3024.01,Robotics Technicians
3119.2.1,robotics engineering technician,17-2199.05,Mechatronics Engineers
3119.2.1,robotics engineering technician,17-2199.08,Robotics Engineers
3119.2.1,robotics engineering technician,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
3119.2.1,robotics engineering technician,17-3024.01,Robotics Technicians
3119.3,aviation safety officer,33-1091.00,First-Line Supervisors of Security Workers
3119.3,aviation safety officer,53-1041.00,Aircraft Cargo Handling Supervisors
3119.3,aviation safety officer,53-2022.00,Airfield Operations Specialists
3119.3,aviation safety officer,53-6051.01,Aviation Inspectors
3119.4,commissioning technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3119.5,food technician,19-1012.00,Food Scientists and Technologists
3119.5,food technician,19-4013.00,Food Science Technicians
3119.6,footwear product developer,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3119.7,footwear production technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3119.8,industrial engineering technician,17-3026.00,Industrial Engineering Technologists and Technicians
3119.9,leather goods manufacturing technician,51-6041.00,Shoe and Leather Workers and Repairers
3121.1,mine supervisor,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
3121.1,mine supervisor,47-5041.00,Continuous Mining Machine Operators
3121.1,mine supervisor,47-5043.00,"Roof Bolters, Mining"
3121.1,mine supervisor,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
3121.1.1,mine shift manager,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3122,Manufacturing supervisors,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.1,dairy processing technician,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.2,food production planner,43-5061.00,"Production, Planning, and Expediting Clerks"
3122.3,industrial assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.1,aircraft assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.2,container equipment assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.3,footwear assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.4,machinery assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.5,motor vehicle assembly supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3122.3.6,rolling stock assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.7,vessel assembly supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.3.8,wood assembly supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3122.4,production supervisor,11-3051.00,Industrial Production Managers
3122.4,production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.1,animal feed supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.10,metal production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.11,optical instrument production supervisor,29-1041.00,Optometrists
3122.4.11,optical instrument production supervisor,29-2057.00,Ophthalmic Medical Technicians
3122.4.11,optical instrument production supervisor,29-2081.00,"Opticians, Dispensing"
3122.4.11,optical instrument production supervisor,51-9083.00,Ophthalmic Laboratory Technicians
3122.4.12,paper mill supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.13,plastic and rubber products manufacturing supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.14,precision mechanics supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3122.4.15,print studio supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.16,wood production supervisor,45-4023.00,Log Graders and Scalers
3122.4.16,wood production supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3122.4.2,chemical processing supervisor,11-3051.03,Biofuels Production Managers
3122.4.3,distillery supervisor,35-3011.00,Bartenders
3122.4.4,electrical equipment production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.5,electronics production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.6,footwear production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.7,leather goods production supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.8,machine operator supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.4.8,machine operator supervisor,51-4041.00,Machinists
3122.4.8,machine operator supervisor,51-9162.00,Computer Numerically Controlled Tool Programmers
3122.4.8,machine operator supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3122.4.9,malt house supervisor,51-1011.00,First-Line Supervisors of Production and Operating Workers
3122.5,waste management supervisor,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
3122.5,waste management supervisor,53-1042.01,Recycling Coordinators
3123,Construction supervisors,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123,Construction supervisors,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3123,Construction supervisors,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
3123,Construction supervisors,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3123.1,construction general supervisor,11-9021.00,Construction Managers
3123.1,construction general supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1,construction general supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.1,bricklaying supervisor,47-2021.00,Brickmasons and Blockmasons
3123.1.1,bricklaying supervisor,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
3123.1.10,dredging supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.10,dredging supervisor,53-7031.00,Dredge Operators
3123.1.11,electrical supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.11,electrical supervisor,47-3013.00,Helpers--Electricians
3123.1.11,electrical supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3123.1.12,glass installation supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.12,glass installation supervisor,47-2121.00,Glaziers
3123.1.12,glass installation supervisor,49-3022.00,Automotive Glass Installers and Repairers
3123.1.13,insulation supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.13,insulation supervisor,47-4099.03,Weatherization Installers and Technicians
3123.1.14,lift installation supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.15,paperhanger supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.16,plastering supervisor,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
3123.1.16,plastering supervisor,47-2053.00,Terrazzo Workers and Finishers
3123.1.16,plastering supervisor,47-2082.00,Tapers
3123.1.17,plumbing supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.18,power lines supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.18,power lines supervisor,49-9051.00,Electrical Power-Line Installers and Repairers
3123.1.19,rail construction supervisor,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
3123.1.2,bridge construction supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.2,bridge construction supervisor,53-6011.00,Bridge and Lock Tenders
3123.1.20,road construction supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.20,road construction supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3123.1.20,road construction supervisor,53-6041.00,Traffic Technicians
3123.1.21,roofing supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.21,roofing supervisor,47-1011.03,Solar Energy Installation Managers
3123.1.21,roofing supervisor,47-4099.03,Weatherization Installers and Technicians
3123.1.22,sewer construction supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.23,structural ironwork supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.23,structural ironwork supervisor,51-2041.00,Structural Metal Fabricators and Fitters
3123.1.24,terrazzo setter supervisor,47-2041.00,Carpet Installers
3123.1.24,terrazzo setter supervisor,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
3123.1.24,terrazzo setter supervisor,47-2043.00,Floor Sanders and Finishers
3123.1.24,terrazzo setter supervisor,47-2044.00,Tile and Stone Setters
3123.1.24,terrazzo setter supervisor,47-2053.00,Terrazzo Workers and Finishers
3123.1.25,tiling supervisor,47-2041.00,Carpet Installers
3123.1.25,tiling supervisor,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
3123.1.25,tiling supervisor,47-2044.00,Tile and Stone Setters
3123.1.25,tiling supervisor,47-2053.00,Terrazzo Workers and Finishers
3123.1.25,tiling supervisor,47-2081.00,Drywall and Ceiling Tile Installers
3123.1.26,water conservation technician supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3123.1.3,carpenter supervisor,47-2031.00,Carpenters
3123.1.4,concrete finisher supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.4,concrete finisher supervisor,47-2051.00,Cement Masons and Concrete Finishers
3123.1.5,construction painting supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.6,construction scaffolding supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.7,crane crew supervisor,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
3123.1.7,crane crew supervisor,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
3123.1.8,demolition supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
3123.1.8,demolition supervisor,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
3123.1.9,dismantling supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
3123.1.9,dismantling supervisor,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
3123.2,underwater construction supervisor,49-9092.00,Commercial Divers
3123.2,underwater construction supervisor,53-6011.00,Bridge and Lock Tenders
3131,Power production plant operators,51-8011.00,Nuclear Power Reactor Operators
3131,Power production plant operators,51-8012.00,Power Distributors and Dispatchers
3131,Power production plant operators,51-8013.00,Power Plant Operators
3131.1,offshore renewable energy plant operator,11-9199.09,Wind Energy Operations Managers
3131.1,offshore renewable energy plant operator,49-9081.00,Wind Turbine Service Technicians
3131.1,offshore renewable energy plant operator,51-8013.00,Power Plant Operators
3131.2,onshore wind farm technician,11-9199.09,Wind Energy Operations Managers
3131.2,onshore wind farm technician,17-2199.10,Wind Energy Engineers
3131.2,onshore wind farm technician,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
3131.2,onshore wind farm technician,49-9081.00,Wind Turbine Service Technicians
3131.2,onshore wind farm technician,51-8013.03,Biomass Plant Technicians
3131.2,onshore wind farm technician,51-8013.04,Hydroelectric Plant Technicians
3131.3,power production plant operator,11-3051.04,Biomass Power Plant Managers
3131.3,power production plant operator,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
3131.3,power production plant operator,49-9081.00,Wind Turbine Service Technicians
3131.3,power production plant operator,49-9099.01,Geothermal Technicians
3131.3,power production plant operator,51-8011.00,Nuclear Power Reactor Operators
3131.3,power production plant operator,51-8012.00,Power Distributors and Dispatchers
3131.3,power production plant operator,51-8013.00,Power Plant Operators
3131.3,power production plant operator,51-8013.03,Biomass Plant Technicians
3131.3.1,electrical power distributor,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
3131.3.1,electrical power distributor,49-9051.00,Electrical Power-Line Installers and Repairers
3131.3.1,electrical power distributor,51-8012.00,Power Distributors and Dispatchers
3131.3.1,electrical power distributor,51-8013.00,Power Plant Operators
3131.3.2,electrical transmission system operator,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
3131.3.2,electrical transmission system operator,49-9051.00,Electrical Power-Line Installers and Repairers
3131.3.2,electrical transmission system operator,49-9052.00,Telecommunications Line Installers and Repairers
3131.3.2,electrical transmission system operator,51-8012.00,Power Distributors and Dispatchers
3131.3.2,electrical transmission system operator,51-8013.00,Power Plant Operators
3131.3.3,fossil-fuel power plant operator,19-4051.00,Nuclear Technicians
3131.3.3,fossil-fuel power plant operator,49-9099.01,Geothermal Technicians
3131.3.3,fossil-fuel power plant operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.3,fossil-fuel power plant operator,51-8012.00,Power Distributors and Dispatchers
3131.3.3,fossil-fuel power plant operator,51-8013.00,Power Plant Operators
3131.3.4,geothermal power plant operator,19-4051.00,Nuclear Technicians
3131.3.4,geothermal power plant operator,49-9099.01,Geothermal Technicians
3131.3.4,geothermal power plant operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.4,geothermal power plant operator,51-8012.00,Power Distributors and Dispatchers
3131.3.4,geothermal power plant operator,51-8013.00,Power Plant Operators
3131.3.5,hydroelectric plant operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.5,hydroelectric plant operator,51-8013.00,Power Plant Operators
3131.3.5,hydroelectric plant operator,51-8013.04,Hydroelectric Plant Technicians
3131.3.6,nuclear reactor operator,11-3051.04,Biomass Power Plant Managers
3131.3.6,nuclear reactor operator,19-4051.00,Nuclear Technicians
3131.3.6,nuclear reactor operator,19-4051.02,Nuclear Monitoring Technicians
3131.3.6,nuclear reactor operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.7,power plant control room operator,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
3131.3.7,power plant control room operator,49-9099.01,Geothermal Technicians
3131.3.7,power plant control room operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.7,power plant control room operator,51-8012.00,Power Distributors and Dispatchers
3131.3.7,power plant control room operator,51-8013.00,Power Plant Operators
3131.3.8,solar power plant operator,17-2199.11,Solar Energy Systems Engineers
3131.3.8,solar power plant operator,47-1011.03,Solar Energy Installation Managers
3131.3.8,solar power plant operator,49-9099.01,Geothermal Technicians
3131.3.9,steam turbine operator,51-8011.00,Nuclear Power Reactor Operators
3131.3.9,steam turbine operator,51-8012.00,Power Distributors and Dispatchers
3131.3.9,steam turbine operator,51-8013.00,Power Plant Operators
3131.3.9,steam turbine operator,51-8021.00,Stationary Engineers and Boiler Operators
3132,Incinerator and water treatment plant operators,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132.1,incinerator operator,51-8099.00,"Plant and System Operators, All Other"
