c44c078d-85e4-40a3-9598-2c333d7a24ca,2145.1.8,procesingenieur papierproductie,http://data.europa.eu/esco/occupation/c44c078d-85e4-40a3-9598-2c333d7a24ca,5bd047c5-a940-44b2-b192-77c7a90f367d,OP-153,Productiemanager,Responsable de production (h/f/x),,skos:narrowMatch,,Responsable de production (h/f/x)
c44c078d-85e4-40a3-9598-2c333d7a24ca,2145.1.8,procesingenieur papierproductie,http://data.europa.eu/esco/occupation/c44c078d-85e4-40a3-9598-2c333d7a24ca,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Proces- en productontwikkelaar
c44c078d-85e4-40a3-9598-2c333d7a24ca,2145.1.8,procesingenieur papierproductie,http://data.europa.eu/esco/occupation/c44c078d-85e4-40a3-9598-2c333d7a24ca,10203e69-1230-448a-af29-6981b7f8aa23,OP-95,Proces- en productontwikkelaar,Responsable de recherche et développement en industrie (h/f/x),,skos:narrowMatch,,Responsable de recherche et développement en industrie (h/f/x)
c453886f-a8f0-434c-be0e-e6a12c49954f,8114.7,steenpolijster,http://data.europa.eu/esco/occupation/c453886f-a8f0-434c-be0e-e6a12c49954f,512390ec-8e6d-4133-beaa-81bd02db97b3,OP-262,Natuursteenbewerker,Tailleur de pierre naturelle (h/f/x),,skos:narrowMatch,,Natuursteenbewerker
c453886f-a8f0-434c-be0e-e6a12c49954f,8114.7,steenpolijster,http://data.europa.eu/esco/occupation/c453886f-a8f0-434c-be0e-e6a12c49954f,512390ec-8e6d-4133-beaa-81bd02db97b3,OP-262,Natuursteenbewerker,Tailleur de pierre naturelle (h/f/x),,skos:narrowMatch,,Tailleur de pierre naturelle (h/f/x)
c52129d9-4656-4ce8-ba13-8a72a51d5400,3118.3.12,technisch tekenaar productontwikkeling,http://data.europa.eu/esco/occupation/c52129d9-4656-4ce8-ba13-8a72a51d5400,237e4c85-b9a0-48da-a112-3724d479dae8,OP-62,"Tekenaar-ontwerper elektriciteit, elektronica",Dessinateur-concepteur en électricité et électronique (h/f/x),,skos:narrowMatch,,"Tekenaar-ontwerper elektriciteit, elektronica"
c52129d9-4656-4ce8-ba13-8a72a51d5400,3118.3.12,technisch tekenaar productontwikkeling,http://data.europa.eu/esco/occupation/c52129d9-4656-4ce8-ba13-8a72a51d5400,237e4c85-b9a0-48da-a112-3724d479dae8,OP-62,"Tekenaar-ontwerper elektriciteit, elektronica",Dessinateur-concepteur en électricité et électronique (h/f/x),,skos:narrowMatch,,Dessinateur-concepteur en électricité et électronique (h/f/x)
c52129d9-4656-4ce8-ba13-8a72a51d5400,3118.3.12,technisch tekenaar productontwikkeling,http://data.europa.eu/esco/occupation/c52129d9-4656-4ce8-ba13-8a72a51d5400,9471de45-a02f-44a1-b72c-a71c553e8f7d,OP-84,Tekenaar-ontwerper mechanica,Dessinateur-concepteur mécanique (h/f/x),,skos:narrowMatch,,Tekenaar-ontwerper mechanica
c52129d9-4656-4ce8-ba13-8a72a51d5400,3118.3.12,technisch tekenaar productontwikkeling,http://data.europa.eu/esco/occupation/c52129d9-4656-4ce8-ba13-8a72a51d5400,9471de45-a02f-44a1-b72c-a71c553e8f7d,OP-84,Tekenaar-ontwerper mechanica,Dessinateur-concepteur mécanique (h/f/x),,skos:narrowMatch,,Dessinateur-concepteur mécanique (h/f/x)
c5328083-eda0-4ca8-b9cb-99a46e73a9bc,2131.4.5,specialist plantaardige producten,http://data.europa.eu/esco/occupation/c5328083-eda0-4ca8-b9cb-99a46e73a9bc,28b0b0c6-0d84-4746-a1a5-bb25e7ef30a6,OP-117,Technicus onderzoek en ontwikkeling in de procesindustrie,Technicien en recherche et développement dans l'industrie de transformation (h/f/x),,skos:narrowMatch,,Technicus onderzoek en ontwikkeling in de procesindustrie
c5328083-eda0-4ca8-b9cb-99a46e73a9bc,2131.4.5,specialist plantaardige producten,http://data.europa.eu/esco/occupation/c5328083-eda0-4ca8-b9cb-99a46e73a9bc,28b0b0c6-0d84-4746-a1a5-bb25e7ef30a6,OP-117,Technicus onderzoek en ontwikkeling in de procesindustrie,Technicien en recherche et développement dans l'industrie de transformation (h/f/x),,skos:narrowMatch,,Technicien en recherche et développement dans l'industrie de transformation (h/f/x)
c549f0de-c415-428e-865c-973bcd224b39,2310.1.23,docent taalkunde hoger onderwijs,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,1b104564-a1a0-450d-bbde-ad6cc5d33cbb,OP-432,Onderzoeker humane wetenschappen,Chercheur en sciences sociales ou humaines (h/f/x),,skos:closeMatch,,Onderzoeker humane wetenschappen
c549f0de-c415-428e-865c-973bcd224b39,2310.1.23,docent taalkunde hoger onderwijs,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,1b104564-a1a0-450d-bbde-ad6cc5d33cbb,OP-432,Onderzoeker humane wetenschappen,Chercheur en sciences sociales ou humaines (h/f/x),,skos:closeMatch,,Chercheur en sciences sociales ou humaines (h/f/x)
c549f0de-c415-428e-865c-973bcd224b39,2310.1.23,docent taalkunde hoger onderwijs,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,637a02b8-ec30-460f-baa6-5d1ccf13e1e2,OP-525,Hoogleraar aan een universiteit,Enseignant universitaire (h/f/x),,skos:narrowMatch,,Hoogleraar aan een universiteit
c549f0de-c415-428e-865c-973bcd224b39,2310.1.23,docent taalkunde hoger onderwijs,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,637a02b8-ec30-460f-baa6-5d1ccf13e1e2,OP-525,Hoogleraar aan een universiteit,Enseignant universitaire (h/f/x),,skos:narrowMatch,,Enseignant universitaire (h/f/x)
c56295bb-ef33-4ccd-a929-59e3dd73f876,6112.4,wijnmaker,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,b4c8930a-4295-4b8f-94df-f8e148373d08,OP-64,Brouwer van alcoholische dranken,Brasseur (h/f/x),,skos:narrowMatch,,Brouwer van alcoholische dranken
c56295bb-ef33-4ccd-a929-59e3dd73f876,6112.4,wijnmaker,http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876,b4c8930a-4295-4b8f-94df-f8e148373d08,OP-64,Brouwer van alcoholische dranken,Brasseur (h/f/x),,skos:narrowMatch,,Brasseur (h/f/x)
c593ded7-2e97-44a5-a5f3-f6115ff98233,2310.1.34,docent politicologie hoger onderwijs,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,637a02b8-ec30-460f-baa6-5d1ccf13e1e2,OP-525,Hoogleraar aan een universiteit,Enseignant universitaire (h/f/x),,skos:narrowMatch,,Hoogleraar aan een universiteit
c593ded7-2e97-44a5-a5f3-f6115ff98233,2310.1.34,docent politicologie hoger onderwijs,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,637a02b8-ec30-460f-baa6-5d1ccf13e1e2,OP-525,Hoogleraar aan een universiteit,Enseignant universitaire (h/f/x),,skos:narrowMatch,,Enseignant universitaire (h/f/x)
c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,7543.7.6,productiecontroleur railvoertuigen,http://data.europa.eu/esco/occupation/c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,87ba98eb-6fce-4240-8aa2-fbcc922889b4,OP-194,Kwaliteitscontroleur mechanische en metalen constructies,Contrôleur de qualité des constructions mécaniques et métalliques (h/f/x),,skos:narrowMatch,,Kwaliteitscontroleur mechanische en metalen constructies
c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,7543.7.6,productiecontroleur railvoertuigen,http://data.europa.eu/esco/occupation/c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,87ba98eb-6fce-4240-8aa2-fbcc922889b4,OP-194,Kwaliteitscontroleur mechanische en metalen constructies,Contrôleur de qualité des constructions mécaniques et métalliques (h/f/x),,skos:narrowMatch,,Contrôleur de qualité des constructions mécaniques et métalliques (h/f/x)
c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,4312.6,administratief medewerker vastgoed,http://data.europa.eu/esco/occupation/c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,d70607ef-e4cf-43a9-a340-a1b9e9d8e3f9,OP-79,Polyvalent administratief medewerker,Agent administratif polyvalent (h/f/x),,skos:narrowMatch,,Polyvalent administratief medewerker
c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,4312.6,administratief medewerker vastgoed,http://data.europa.eu/esco/occupation/c5c1c40f-d2b7-437f-b3e8-b9da48f6d728,d70607ef-e4cf-43a9-a340-a1b9e9d8e3f9,OP-79,Polyvalent administratief medewerker,Agent administratif polyvalent (h/f/x),,skos:narrowMatch,,Agent administratif polyvalent (h/f/x)
c5d36eef-df20-47a8-a332-5b4358fa83e3,2153.1.1,telecommunicatieanalist,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,4cc66779-d4a1-4a8a-8516-291d9a60c923,OP-358,Business analist,Business Analyst (h/f/x),,skos:narrowMatch,,Business analist
c5d36eef-df20-47a8-a332-5b4358fa83e3,2153.1.1,telecommunicatieanalist,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,4cc66779-d4a1-4a8a-8516-291d9a60c923,OP-358,Business analist,Business Analyst (h/f/x),,skos:narrowMatch,,Business Analyst (h/f/x)
c60ede09-b67b-4173-8991-b9b694149488,2635.3.11,re-integratiedeskundige,http://data.europa.eu/esco/occupation/c60ede09-b67b-4173-8991-b9b694149488,bfdac54c-f53a-4fd7-99ae-2a485dd59422,OP-500,Arbeidsbemiddelaar-jobcoach,Conseiller emploi - job coach (h/f/x),,skos:closeMatch,,Arbeidsbemiddelaar-jobcoach
c60ede09-b67b-4173-8991-b9b694149488,2635.3.11,re-integratiedeskundige,http://data.europa.eu/esco/occupation/c60ede09-b67b-4173-8991-b9b694149488,bfdac54c-f53a-4fd7-99ae-2a485dd59422,OP-500,Arbeidsbemiddelaar-jobcoach,Conseiller emploi - job coach (h/f/x),,skos:closeMatch,,Conseiller emploi - job coach (h/f/x)
c6196b21-20f9-4608-83fb-6f143afc740d,2114.1,geoloog,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,b4632689-1b65-4c39-9121-e29686b0c861,OP-34,Bodemonderzoeker,Géologue (h/f/x),,skos:narrowMatch,,Bodemonderzoeker
c6196b21-20f9-4608-83fb-6f143afc740d,2114.1,geoloog,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,b4632689-1b65-4c39-9121-e29686b0c861,OP-34,Bodemonderzoeker,Géologue (h/f/x),,skos:narrowMatch,,Géologue (h/f/x)
c6196b21-20f9-4608-83fb-6f143afc740d,2114.1,geoloog,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,6c5df307-5fc5-4dab-9039-1e41585472d0,OP-434,Onderzoeker exacte wetenschappen,Chercheur en sciences exactes (h/f/x),,skos:narrowMatch,,Onderzoeker exacte wetenschappen
c6196b21-20f9-4608-83fb-6f143afc740d,2114.1,geoloog,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,6c5df307-5fc5-4dab-9039-1e41585472d0,OP-434,Onderzoeker exacte wetenschappen,Chercheur en sciences exactes (h/f/x),,skos:narrowMatch,,Chercheur en sciences exactes (h/f/x)
c6239b9e-5973-4b0a-a2ed-4c4b41331e04,3412.4.1,woonbegeleider volwassenen met een lichamelijke beperking,http://data.europa.eu/esco/occupation/c6239b9e-5973-4b0a-a2ed-4c4b41331e04,373c62a2-2cf4-4c87-8148-897442977002,OP-263,Begeleider activiteiten dagelijks leven,Accompagnateur d'activités de la vie quotidienne (h/f/x),,skos:closeMatch,,Begeleider activiteiten dagelijks leven
c6239b9e-5973-4b0a-a2ed-4c4b41331e04,3412.4.1,woonbegeleider volwassenen met een lichamelijke beperking,http://data.europa.eu/esco/occupation/c6239b9e-5973-4b0a-a2ed-4c4b41331e04,373c62a2-2cf4-4c87-8148-897442977002,OP-263,Begeleider activiteiten dagelijks leven,Accompagnateur d'activités de la vie quotidienne (h/f/x),,skos:closeMatch,,Accompagnateur d'activités de la vie quotidienne (h/f/x)
c644e6f6-dffc-4d7a-bf36-a384e465937b,7312.3,bouwer van toetsinstrumenten,http://data.europa.eu/esco/occupation/c644e6f6-dffc-4d7a-bf36-a384e465937b,0931702d-df2f-4c54-bb34-de859e31575a,OP-582,Muziekinstrumentenbouwer -hersteller,Facteur et réparateur d'instrument de musique (h/f/x),,skos:narrowMatch,,Muziekinstrumentenbouwer -hersteller
c644e6f6-dffc-4d7a-bf36-a384e465937b,7312.3,bouwer van toetsinstrumenten,http://data.europa.eu/esco/occupation/c644e6f6-dffc-4d7a-bf36-a384e465937b,0931702d-df2f-4c54-bb34-de859e31575a,OP-582,Muziekinstrumentenbouwer -hersteller,Facteur et réparateur d'instrument de musique (h/f/x),,skos:narrowMatch,,Facteur et réparateur d'instrument de musique (h/f/x)
c66b4569-09aa-4d8d-93d9-ac9b9176655d,5414.1.9,beveiligingsadviseur,http://data.europa.eu/esco/occupation/c66b4569-09aa-4d8d-93d9-ac9b9176655d,13f033e5-9235-4a04-a91b-d3c95b0cb219,OP-439,Leidinggevende privébewaking,Responsable de la sécurité privée (h/f/x),,skos:closeMatch,,Leidinggevende privébewaking
c66b4569-09aa-4d8d-93d9-ac9b9176655d,5414.1.9,beveiligingsadviseur,http://data.europa.eu/esco/occupation/c66b4569-09aa-4d8d-93d9-ac9b9176655d,13f033e5-9235-4a04-a91b-d3c95b0cb219,OP-439,Leidinggevende privébewaking,Responsable de la sécurité privée (h/f/x),,skos:closeMatch,,Responsable de la sécurité privée (h/f/x)
c6bd511a-d966-4df9-a48e-4f800354f268,1321.1.3,operationeel manager,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,19fd30b0-3c6d-4397-95c4-8eafe9487450,OP-139,Verantwoordelijke planning en productiebeheer,Responsable du planning et de la gestion de la production (h/f/x),,skos:closeMatch,,Verantwoordelijke planning en productiebeheer
c6bd511a-d966-4df9-a48e-4f800354f268,1321.1.3,operationeel manager,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,19fd30b0-3c6d-4397-95c4-8eafe9487450,OP-139,Verantwoordelijke planning en productiebeheer,Responsable du planning et de la gestion de la production (h/f/x),,skos:closeMatch,,Responsable du planning et de la gestion de la production (h/f/x)
c6c48286-2037-47e3-a132-b745dce858e2,2619.1,lijkschouwer,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2,9dcc020b-a10e-4850-94dd-be1839de61ab,OP-275,Arts,Médecine (h/f/x),,skos:narrowMatch,,Arts
c6c48286-2037-47e3-a132-b745dce858e2,2619.1,lijkschouwer,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2,9dcc020b-a10e-4850-94dd-be1839de61ab,OP-275,Arts,Médecine (h/f/x),,skos:narrowMatch,,Médecine (h/f/x)
c6c48286-2037-47e3-a132-b745dce858e2,2619.1,lijkschouwer,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2,c3018702-5534-4cd9-8012-9f98607f9aaa,OP-624,Jurist,Juriste (h/f/x),,skos:closeMatch,,Jurist
c6c48286-2037-47e3-a132-b745dce858e2,2619.1,lijkschouwer,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2,c3018702-5534-4cd9-8012-9f98607f9aaa,OP-624,Jurist,Juriste (h/f/x),,skos:closeMatch,,Juriste (h/f/x)
c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,110.4,generaal,http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,a8b2536d-d634-4804-8c55-97c7da5c3027,OP-309,Leidinggevende defensie,Responsable de la défense (h/f/x),,skos:narrowMatch,,Leidinggevende defensie
c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,110.4,generaal,http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,a8b2536d-d634-4804-8c55-97c7da5c3027,OP-309,Leidinggevende defensie,Responsable de la défense (h/f/x),,skos:narrowMatch,,Responsable de la défense (h/f/x)
c706886d-5bc7-4430-9a72-051fc483235f,8143.1,operator absorberende verbanden,http://data.europa.eu/esco/occupation/c706886d-5bc7-4430-9a72-051fc483235f,7d564353-772a-48d5-80b8-14827c96487e,OP-214,Operator van een papier- of kartonmachine,Conducteur d'équipement de fabrication de papier ou de carton (h/f/x),,skos:narrowMatch,,Operator van een papier- of kartonmachine
c706886d-5bc7-4430-9a72-051fc483235f,8143.1,operator absorberende verbanden,http://data.europa.eu/esco/occupation/c706886d-5bc7-4430-9a72-051fc483235f,7d564353-772a-48d5-80b8-14827c96487e,OP-214,Operator van een papier- of kartonmachine,Conducteur d'équipement de fabrication de papier ou de carton (h/f/x),,skos:narrowMatch,,Conducteur d'équipement de fabrication de papier ou de carton (h/f/x)
c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,1324.3.2.33,import-exportmanager recyclebare materialen,http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,ac06a4bd-017b-49bb-9808-a74c1fe63823,OP-402,Medewerker internationaal goederenverkeer,Agent de transit (h/f/x),,skos:closeMatch,,Medewerker internationaal goederenverkeer
c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,1324.3.2.33,import-exportmanager recyclebare materialen,http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,ac06a4bd-017b-49bb-9808-a74c1fe63823,OP-402,Medewerker internationaal goederenverkeer,Agent de transit (h/f/x),,skos:closeMatch,,Agent de transit (h/f/x)
c737f094-7921-4d57-b883-6442343a5fd8,2653.1.1,choreoloog,http://data.europa.eu/esco/occupation/c737f094-7921-4d57-b883-6442343a5fd8,2ddb53aa-4eef-4b22-afcd-d452ef9b93dd,OP-457,Choreograaf,Chorégraphe (h/f/x),,skos:narrowMatch,,Choreograaf
c737f094-7921-4d57-b883-6442343a5fd8,2653.1.1,choreoloog,http://data.europa.eu/esco/occupation/c737f094-7921-4d57-b883-6442343a5fd8,2ddb53aa-4eef-4b22-afcd-d452ef9b93dd,OP-457,Choreograaf,Chorégraphe (h/f/x),,skos:narrowMatch,,Chorégraphe (h/f/x)
c76566f1-97a1-43e9-a7d8-155db0e56987,8131.2.6,vernismaker,http://data.europa.eu/esco/occupation/c76566f1-97a1-43e9-a7d8-155db0e56987,e4dbd033-f00a-4471-adac-a4e101db8db5,OP-235,Menger-bereider van grondstoffen,Préparateur de matières premières (h/f/x),,skos:closeMatch,,Menger-bereider van grondstoffen
c76566f1-97a1-43e9-a7d8-155db0e56987,8131.2.6,vernismaker,http://data.europa.eu/esco/occupation/c76566f1-97a1-43e9-a7d8-155db0e56987,e4dbd033-f00a-4471-adac-a4e101db8db5,OP-235,Menger-bereider van grondstoffen,Préparateur de matières premières (h/f/x),,skos:closeMatch,,Préparateur de matières premières (h/f/x)
c76dda38-938c-404e-8a6d-78c8705eebc0,5222.1.1,afdelingsmanager kassa detailhandel,http://data.europa.eu/esco/occupation/c76dda38-938c-404e-8a6d-78c8705eebc0,63a5cd7c-7981-4da5-ae20-cb0ae913fb4d,OP-259,Winkelmanager,Responsable de magasin (h/f/x),,skos:narrowMatch,,Winkelmanager
c76dda38-938c-404e-8a6d-78c8705eebc0,5222.1.1,afdelingsmanager kassa detailhandel,http://data.europa.eu/esco/occupation/c76dda38-938c-404e-8a6d-78c8705eebc0,63a5cd7c-7981-4da5-ae20-cb0ae913fb4d,OP-259,Winkelmanager,Responsable de magasin (h/f/x),,skos:narrowMatch,,Responsable de magasin (h/f/x)
c7ad889f-10fc-4346-b740-bd479ad82b47,3253.1,gezondheidsvoorlichtings- en opvoedingsconsulent,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,545ce793-722f-48b1-8b0c-20fd91baa347,OP-608,Adviseur volksgezondheid,Conseiller en santé publique (h/f/x),,skos:narrowMatch,,Adviseur volksgezondheid
c7ad889f-10fc-4346-b740-bd479ad82b47,3253.1,gezondheidsvoorlichtings- en opvoedingsconsulent,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,545ce793-722f-48b1-8b0c-20fd91baa347,OP-608,Adviseur volksgezondheid,Conseiller en santé publique (h/f/x),,skos:narrowMatch,,Conseiller en santé publique (h/f/x)
c7b31477-88e3-400f-988f-3baa090de173,7312.3.2,orgelbouwer,http://data.europa.eu/esco/occupation/c7b31477-88e3-400f-988f-3baa090de173,0931702d-df2f-4c54-bb34-de859e31575a,OP-582,Muziekinstrumentenbouwer -hersteller,Facteur et réparateur d'instrument de musique (h/f/x),,skos:narrowMatch,,Muziekinstrumentenbouwer -hersteller
c7b31477-88e3-400f-988f-3baa090de173,7312.3.2,orgelbouwer,http://data.europa.eu/esco/occupation/c7b31477-88e3-400f-988f-3baa090de173,0931702d-df2f-4c54-bb34-de859e31575a,OP-582,Muziekinstrumentenbouwer -hersteller,Facteur et réparateur d'instrument de musique (h/f/x),,skos:narrowMatch,,Facteur et réparateur d'instrument de musique (h/f/x)
c7c3f05b-319b-4aa7-891e-78106f875de2,8131.2,procesoperator zeeppoederproductie,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2,f6bcfacc-d8f0-4515-a47b-5d98a06fcd84,OP-204,Procesoperator chemische en farmaceutische industrie,Conducteur d'installation en industrie chimique ou pharmaceutique (h/f/x),,skos:closeMatch,,Procesoperator chemische en farmaceutische industrie
c7c3f05b-319b-4aa7-891e-78106f875de2,8131.2,procesoperator zeeppoederproductie,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2,f6bcfacc-d8f0-4515-a47b-5d98a06fcd84,OP-204,Procesoperator chemische en farmaceutische industrie,Conducteur d'installation en industrie chimique ou pharmaceutique (h/f/x),,skos:closeMatch,,Conducteur d'installation en industrie chimique ou pharmaceutique (h/f/x)
c7c3f05b-319b-4aa7-891e-78106f875de2,8131.2,procesoperator zeeppoederproductie,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2,e4dbd033-f00a-4471-adac-a4e101db8db5,OP-235,Menger-bereider van grondstoffen,Préparateur de matières premières (h/f/x),,skos:closeMatch,,Menger-bereider van grondstoffen
c7c3f05b-319b-4aa7-891e-78106f875de2,8131.2,procesoperator zeeppoederproductie,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2,e4dbd033-f00a-4471-adac-a4e101db8db5,OP-235,Menger-bereider van grondstoffen,Préparateur de matières premières (h/f/x),,skos:closeMatch,,Préparateur de matières premières (h/f/x)
c7ee21d5-9a13-4cf8-a3b9-292eefd37f7a,3122.4.1,toezichthouder diervoeder,http://data.europa.eu/esco/occupation/c7ee21d5-9a13-4cf8-a3b9-292eefd37f7a,4237ad01-32e8-4902-9c5a-9e52f09ac367,OP-193,Leidinggevende industriële productie,Chef d'équipe en industrie de production (h/f/x),,skos:narrowMatch,,Leidinggevende industriële productie
c7ee21d5-9a13-4cf8-a3b9-292eefd37f7a,3122.4.1,toezichthouder diervoeder,http://data.europa.eu/esco/occupation/c7ee21d5-9a13-4cf8-a3b9-292eefd37f7a,4237ad01-32e8-4902-9c5a-9e52f09ac367,OP-193,Leidinggevende industriële productie,Chef d'équipe en industrie de production (h/f/x),,skos:narrowMatch,,Chef d'équipe en industrie de production (h/f/x)
c7ffc270-7bd2-4bb1-a51a-4766170d7935,3324.4.4,groothandelaar in chemische producten,http://data.europa.eu/esco/occupation/c7ffc270-7bd2-4bb1-a51a-4766170d7935,c6eda604-d594-4d41-ab67-3e2ef003641d,OP-716,Winkelverkoper,Vendeur de magasin (h/f/x),,skos:narrowMatch,,Winkelverkoper
c7ffc270-7bd2-4bb1-a51a-4766170d7935,3324.4.4,groothandelaar in chemische producten,http://data.europa.eu/esco/occupation/c7ffc270-7bd2-4bb1-a51a-4766170d7935,c6eda604-d594-4d41-ab67-3e2ef003641d,OP-716,Winkelverkoper,Vendeur de magasin (h/f/x),,skos:narrowMatch,,Vendeur de magasin (h/f/x)
c81af273-1112-4b3f-a2a5-b85b1290ae22,7212.3.2,laserlasser,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,5cb21c1f-a279-4654-ad0c-4419dfc55006,OP-602,Operator montage en assemblage,Opérateur en montage et assemblage mécanique (h/f/x),,skos:narrowMatch,,Operator montage en assemblage
c81af273-1112-4b3f-a2a5-b85b1290ae22,7212.3.2,laserlasser,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,5cb21c1f-a279-4654-ad0c-4419dfc55006,OP-602,Operator montage en assemblage,Opérateur en montage et assemblage mécanique (h/f/x),,skos:narrowMatch,,Opérateur en montage et assemblage mécanique (h/f/x)
c81af273-1112-4b3f-a2a5-b85b1290ae22,7212.3.2,laserlasser,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,adad087c-019f-4251-8aea-1d794440739d,OP-625,Pijpfitter,Tuyauteur (h/f/x),,skos:narrowMatch,,Pijpfitter
c81af273-1112-4b3f-a2a5-b85b1290ae22,7212.3.2,laserlasser,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,adad087c-019f-4251-8aea-1d794440739d,OP-625,Pijpfitter,Tuyauteur (h/f/x),,skos:narrowMatch,,Tuyauteur (h/f/x)
c822ca35-6c36-4eab-97fa-90f2775091c3,5211.1,marktverkoper,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3,ccd5e6db-31f0-40a7-b407-c25478ea705a,OP-254,Demonstrateur,Démonstrateur (h/f/x),,skos:closeMatch,,Demonstrateur
c822ca35-6c36-4eab-97fa-90f2775091c3,5211.1,marktverkoper,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3,ccd5e6db-31f0-40a7-b407-c25478ea705a,OP-254,Demonstrateur,Démonstrateur (h/f/x),,skos:closeMatch,,Démonstrateur (h/f/x)
c822ca35-6c36-4eab-97fa-90f2775091c3,5211.1,marktverkoper,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3,c6eda604-d594-4d41-ab67-3e2ef003641d,OP-716,Winkelverkoper,Vendeur de magasin (h/f/x),,skos:closeMatch,,Winkelverkoper
c822ca35-6c36-4eab-97fa-90f2775091c3,5211.1,marktverkoper,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3,c6eda604-d594-4d41-ab67-3e2ef003641d,OP-716,Winkelverkoper,Vendeur de magasin (h/f/x),,skos:closeMatch,,Vendeur de magasin (h/f/x)
c8505fa5-0a33-4143-bd87-f24f569e8813,4419.2,correspondent vreemde talen,http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813,d70607ef-e4cf-43a9-a340-a1b9e9d8e3f9,OP-79,Polyvalent administratief medewerker,Agent administratif polyvalent (h/f/x),,skos:narrowMatch,,Polyvalent administratief medewerker
c8505fa5-0a33-4143-bd87-f24f569e8813,4419.2,correspondent vreemde talen,http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813,d70607ef-e4cf-43a9-a340-a1b9e9d8e3f9,OP-79,Polyvalent administratief medewerker,Agent administratif polyvalent (h/f/x),,skos:narrowMatch,,Agent administratif polyvalent (h/f/x)
